,logFC,logCPM,PValue,FDR
hsa-miR-199b-3p,-0.164229778,11.509774,0.764560748,1
hsa-miR-1298-5p,0.118456823,5.488458796,0.765392371,1
hsa-miR-129-5p,-0.165264772,7.68152863,0.765821606,1
hsa-miR-4659a-3p,0.169994065,4.805822348,0.766085621,1
hsa-miR-4494,-0.151973241,5.168486419,0.766305252,1
hsa-miR-7106-5p,0.299800085,5.237717924,0.766690126,1
hsa-miR-550a-3p,0.107681025,7.736715848,0.767640435,1
hsa-miR-638,0.10056065,8.278494146,0.768994615,1
hsa-miR-4472,-0.160034088,4.934699147,0.769010543,1
hsa-miR-635,-0.110841165,6.874228016,0.770540542,1
hsa-miR-1297,0.38469385,4.067223041,0.770691034,1
hsa-miR-1199-5p,0.092750712,6.978332275,0.770880861,1
hsa-miR-501-5p,-0.122216394,6.12240467,0.771627645,1
hsa-miR-3976,0.159118695,4.809231599,0.772256192,1
hsa-miR-4253,0.157447902,4.908142691,0.772397601,1
hsa-miR-6887-5p,0.102007957,6.279699917,0.772660121,1
hsa-miR-299-5p,-0.116191397,6.091022987,0.773603459,1
hsa-miR-6757-5p,0.14990729,7.308732372,0.774940185,1
hsa-miR-938,0.162914871,5.92581824,0.775431606,1
hsa-miR-8052,-0.138049961,7.292466464,0.777195344,1
hsa-miR-3671,-0.171427227,5.891872038,0.777674713,1
hsa-miR-4725-3p,-0.099928014,8.728251971,0.778166624,1
hsa-miR-215-3p,0.171044532,4.71863941,0.778378994,1
hsa-miR-6823-5p,0.114554219,6.501326081,0.778615245,1
hsa-miR-3646,0.117111763,5.500658855,0.779436832,1
hsa-miR-4469,0.094303744,6.488674135,0.780689029,1
hsa-miR-6741-5p,0.125063016,5.672487014,0.781234114,1
hsa-miR-125b-1-3p,-0.087025486,7.396365386,0.781589376,1
hsa-miR-3677-5p,-0.09051335,5.906981958,0.781597457,1
hsa-miR-4524a-5p,0.116799358,5.794810794,0.78209477,1
hsa-miR-3129-3p,0.108070219,5.861185505,0.7831627,1
hsa-miR-514b-3p,0.204955655,4.58640439,0.784180892,1
hsa-miR-199b-5p,-0.09768515,6.848996425,0.784507811,1
hsa-miR-4663,0.098743199,9.827740871,0.785501697,1
hsa-miR-3124-5p,0.104464987,8.124632805,0.786166237,1
hsa-miR-4756-5p,-0.130985693,5.238074817,0.786191108,1
hsa-miR-3150b-3p,-0.084075349,6.595061847,0.786211371,1
hsa-miR-7162-5p,0.161659102,5.229293233,0.78719311,1
hsa-miR-7109-3p,-0.138283591,6.132540355,0.789078316,1
hsa-miR-4757-5p,0.119497656,5.603213783,0.791768781,1
hsa-miR-1827,0.129648322,5.927026894,0.792314789,1
hsa-miR-532-5p,0.113509936,10.61434681,0.793595276,1
hsa-miR-6751-3p,-0.172875935,4.568856102,0.794477104,1
hsa-miR-3944-3p,-0.128874098,8.379949686,0.794653559,1
hsa-miR-181b-2-3p,0.277737695,4.771766051,0.795542927,1
hsa-miR-877-5p,0.089035354,6.042618185,0.796396169,1
hsa-miR-656-3p,0.14174102,7.828490443,0.796998544,1
hsa-miR-3145-5p,-0.156474501,6.06902772,0.797123382,1
hsa-miR-4677-5p,0.075223076,6.887685155,0.797589867,1
hsa-miR-1193,0.087390344,6.832565916,0.797655307,1
hsa-miR-613,-0.118013444,7.04838317,0.799466159,1
hsa-miR-4438,-0.100501949,6.620400772,0.799516652,1
hsa-miR-6510-3p,-0.587957581,3.432087273,0.800477489,1
hsa-miR-3919,-0.131184591,4.955734926,0.800707584,1
hsa-miR-4656,0.109948455,5.448309132,0.801399868,1
hsa-miR-487b-5p,0.085012858,7.316388205,0.802439483,1
hsa-miR-4421,0.354885932,4.181765047,0.802704866,1
hsa-miR-6831-5p,0.08002548,6.956086703,0.803107061,1
hsa-miR-6514-5p,-0.105765441,5.423742445,0.803639231,1
hsa-miR-6819-5p,-0.102038171,6.14258283,0.804244265,1
hsa-miR-513a-3p,-0.133033821,7.27307494,0.804449995,1
hsa-miR-6858-5p,0.087571914,6.326791229,0.804992598,1
hsa-miR-5701,0.352089609,4.061712314,0.805280295,1
hsa-miR-182-3p,-0.181830412,5.385604113,0.805401167,1
hsa-miR-5010-3p,0.105224916,6.133718572,0.806994796,1
hsa-miR-3199,-0.141714595,4.729698625,0.8083898,1
hsa-miR-6087,0.105494119,7.683721678,0.808744008,1
hsa-miR-4678,-0.098019905,5.981609769,0.808759283,1
hsa-miR-4685-3p,-0.083530862,6.700314436,0.809126447,1
hsa-miR-24-2-5p,0.263647625,4.496499837,0.809897224,1
hsa-miR-4503,0.085633974,6.577182105,0.810512487,1
hsa-miR-602,-0.093982831,6.385248393,0.810687792,1
hsa-miR-508-5p,0.104961703,9.069238664,0.810817816,1
hsa-miR-637,-0.085630074,6.191456153,0.811163782,1
hsa-miR-4699-3p,-0.258727961,4.089350505,0.811996535,1
hsa-miR-503-5p,-0.092139833,12.18591142,0.812938038,1
hsa-miR-6739-5p,-0.094433984,6.823325395,0.814330949,1
hsa-miR-500a-5p,-0.464020566,3.307837367,0.81507688,1
hsa-miR-4746-5p,-0.151164476,6.466342769,0.81628907,1
hsa-miR-558,-0.084214522,8.554574303,0.816729526,1
hsa-miR-4419a,0.310931904,4.26722098,0.818025078,1
hsa-miR-7108-5p,0.073604904,7.509647678,0.818611477,1
hsa-miR-1250-5p,-0.082516498,6.11596849,0.818689662,1
hsa-miR-135b-3p,-0.090266252,7.847382771,0.818951864,1
hsa-miR-2116-5p,0.070684494,6.602131194,0.819177961,1
hsa-miR-4427,-0.105892864,5.740809057,0.820230033,1
hsa-miR-548t-5p,-0.122462279,5.192129189,0.820337223,1
hsa-miR-203a-5p,0.125662482,5.70914104,0.820438175,1
hsa-miR-146a-3p,-0.270651218,4.579527623,0.820753649,1
hsa-miR-4429,0.073075086,8.262212566,0.821327585,1
hsa-miR-3914,0.262009014,4.122188968,0.821675276,1
hsa-miR-6800-3p,-0.109821896,6.41894791,0.822288003,1
hsa-miR-3943,-0.081527256,8.069608788,0.822399202,1
hsa-miR-8057,-0.119193584,6.068923322,0.822693615,1
hsa-miR-8056,0.109790169,4.898453447,0.822827168,1
hsa-miR-3937,0.067274215,6.867273139,0.823351028,1
hsa-miR-631,0.080199705,7.448330458,0.823368538,1
hsa-miR-874-3p,-0.090530968,9.159405275,0.824235954,1
hsa-let-7c-3p,-0.086308027,5.538521013,0.824327215,1
hsa-miR-4715-3p,0.339341308,4.062491384,0.824689474,1
hsa-miR-4758-3p,0.079966445,6.208791758,0.82497144,1
hsa-miR-6732-5p,0.110224301,5.511077739,0.825119735,1
hsa-miR-26a-2-3p,-0.345350019,4.161097564,0.82543104,1
hsa-miR-1910-5p,0.102988278,6.099568277,0.826221599,1
hsa-miR-7843-5p,0.113002965,9.323792482,0.826248662,1
hsa-miR-6134,0.078882402,7.529308948,0.827176521,1
hsa-miR-6776-3p,-0.09562707,5.273915473,0.827457618,1
hsa-miR-615-5p,0.068992471,6.927351343,0.82758177,1
hsa-miR-6836-3p,0.086985479,9.032635554,0.827858475,1
hsa-miR-195-3p,-0.106958195,5.872654465,0.827893294,1
hsa-miR-340-3p,-0.080097771,5.473895943,0.827922154,1
hsa-miR-612,0.087452535,6.00457703,0.829099298,1
hsa-miR-6786-3p,-0.125098041,5.859756708,0.829833742,1
hsa-miR-129-1-3p,-0.43512754,3.541462815,0.830324285,1
hsa-miR-3154,-0.090536257,5.80649663,0.830387001,1
hsa-miR-6812-5p,-0.070841836,8.042912023,0.831487009,1
hsa-miR-3144-3p,0.097666412,9.122621948,0.831858075,1
hsa-miR-6749-5p,-0.08394598,6.756090145,0.8319364,1
hsa-miR-3620-5p,-0.107821375,6.273642866,0.831987817,1
hsa-miR-554,-0.117546831,5.246279239,0.832459645,1
hsa-miR-758-3p,-0.067295007,6.549819993,0.832734478,1
hsa-miR-135b-5p,0.108691983,6.53461477,0.833244467,1
hsa-miR-5681a,-0.084127895,6.424897634,0.83386902,1
hsa-miR-4513,0.075888631,5.800973697,0.833881252,1
hsa-miR-639,0.084231749,7.278526496,0.834182037,1
hsa-miR-6789-3p,0.084469098,6.176555388,0.834489551,1
hsa-miR-6885-3p,0.092529132,5.070995614,0.834523469,1
hsa-miR-6806-5p,0.115031889,5.495313187,0.834962289,1
hsa-miR-192-3p,-0.084353649,7.17113962,0.835108356,1
hsa-miR-619-3p,-0.139469423,6.089294905,0.835299133,1
hsa-miR-4459,-0.079462573,11.43770191,0.835380472,1
hsa-miR-6791-3p,0.110814494,6.865705385,0.835407266,1
hsa-miR-3194-3p,-0.106424322,5.068289037,0.835646904,1
hsa-miR-2277-3p,-0.072054497,7.25418625,0.835664765,1
hsa-miR-301a-3p,-0.168122865,4.258185794,0.836017333,1
hsa-miR-4456,-0.101497142,8.009441492,0.836146873,1
hsa-miR-1257,-0.093744973,6.49117722,0.836760869,1
hsa-miR-590-3p,-0.10301343,6.019818221,0.836851192,1
hsa-miR-33a-5p,0.155343859,5.752875093,0.836874142,1
hsa-miR-521,0.288861577,4.249399565,0.837391613,1
hsa-miR-570-3p,-0.331256908,3.988406292,0.837469355,1
hsa-miR-3616-3p,0.08280088,6.610985479,0.838035511,1
hsa-miR-598-5p,0.096547577,5.594547376,0.83828391,1
hsa-miR-515-3p,-0.124460928,4.838373949,0.839435263,1
hsa-miR-34a-3p,0.120961657,5.443768506,0.839458375,1
hsa-miR-665,0.091871002,10.43831388,0.84086711,1
hsa-miR-3191-3p,0.306071283,4.445799388,0.841995135,1
hsa-miR-34b-5p,0.127772081,7.047180874,0.842622026,1
hsa-miR-4432,-0.113439538,5.334460056,0.84329047,1
hsa-miR-6796-3p,-0.082954717,6.974370463,0.843551138,1
hsa-miR-5690,0.135652326,4.663266143,0.844936304,1
hsa-miR-6882-5p,0.080154688,5.36936386,0.845202538,1
hsa-miR-1208,-0.080288503,9.247553442,0.845393994,1
hsa-miR-128-1-5p,0.077973795,7.615136963,0.845677807,1
hsa-miR-6799-5p,0.082273407,6.054952591,0.847078254,1
hsa-miR-4529-5p,-0.118836842,4.734694131,0.847607637,1
hsa-miR-3181,0.060332828,6.52971643,0.847733919,1
hsa-miR-6505-5p,-0.258144597,4.765854679,0.847797207,1
hsa-miR-6747-5p,-0.07364605,11.38203648,0.848026172,1
hsa-miR-676-5p,-0.139195032,4.733613076,0.84849092,1
hsa-miR-4530,-0.07289824,6.887562618,0.84942977,1
hsa-miR-7641,-0.09020998,6.839190685,0.850079893,1
hsa-miR-488-5p,-0.148271543,4.612158258,0.850128527,1
hsa-miR-6767-3p,0.090564225,6.093082972,0.85039925,1
hsa-miR-449b-3p,-0.072044224,5.357343072,0.852000984,1
hsa-miR-19b-1-5p,0.236872812,4.04407978,0.852263751,1
hsa-miR-2117,-0.086761753,5.372737106,0.852533257,1
hsa-miR-6729-3p,0.070973185,7.596331055,0.852964056,1
hsa-miR-377-5p,-0.101293255,5.058148751,0.853852861,1
hsa-miR-8059,-0.129093684,5.411206522,0.853910866,1
hsa-miR-5002-3p,0.091606991,9.313828944,0.854104748,1
hsa-miR-935,-0.065613939,8.334432969,0.854929668,1
hsa-miR-6866-3p,-0.101280361,5.51504126,0.855035812,1
hsa-miR-518e-3p,0.212985512,4.781187984,0.85539528,1
hsa-miR-4792,0.0637568,6.699188854,0.855574693,1
hsa-miR-4478,0.071007178,5.838686849,0.856130381,1
hsa-miR-4329,-0.122888145,5.341338253,0.856261934,1
hsa-miR-1231,-0.066558192,6.143523057,0.856475632,1
hsa-miR-6735-3p,0.059730397,7.793742532,0.856492921,1
hsa-miR-4692,0.146312736,4.770132608,0.85673395,1
hsa-miR-1233-3p,-0.06051698,5.709913501,0.857091193,1
hsa-miR-2682-3p,-0.091511359,9.405572286,0.858477717,1
hsa-miR-520d-3p,0.16194731,4.631854661,0.858579103,1
hsa-miR-3977,-0.46300082,3.504487673,0.858864399,1
hsa-miR-6773-5p,-0.05873826,6.10975138,0.859180653,1
hsa-miR-378f,-0.066127945,9.380311565,0.859220309,1
hsa-miR-5006-3p,-0.064127069,6.870263298,0.862749644,1
hsa-miR-769-5p,-0.126583109,8.526738225,0.863019097,1
hsa-miR-3173-3p,0.097357461,5.405122353,0.86385116,1
hsa-miR-6864-5p,-0.13908473,4.574520673,0.864384384,1
hsa-miR-6742-3p,0.083753689,5.227638676,0.864439555,1
hsa-miR-4673,-0.06264449,6.175900059,0.865272922,1
hsa-miR-892b,0.070720552,6.589541947,0.865985241,1
hsa-miR-6788-3p,0.052610911,8.154112616,0.866056295,1
hsa-miR-1251-3p,-0.086340451,5.593260237,0.866318653,1
hsa-miR-139-5p,-0.093764985,4.884311051,0.866642441,1
hsa-miR-6809-5p,-0.105834164,5.548043372,0.867006045,1
hsa-miR-4760-5p,0.064717477,6.876541979,0.867125874,1
hsa-miR-5587-5p,-0.069861563,5.638961561,0.868326482,1
hsa-miR-8073,-0.075296181,7.422781903,0.868363504,1
hsa-miR-6867-5p,-0.076877178,6.255409081,0.868660775,1
hsa-miR-4430,-0.095630331,5.416329441,0.86894777,1
hsa-miR-3688-5p,-0.362714296,3.584337718,0.869193288,1
hsa-miR-454-3p,0.085076979,8.101429401,0.869215768,1
hsa-miR-676-3p,0.054735342,7.386506701,0.870086559,1
hsa-miR-4713-3p,0.086311192,5.609816466,0.870784662,1
hsa-miR-4694-3p,-0.090828839,5.235600586,0.871581493,1
hsa-miR-140-5p,0.062768488,8.501306413,0.872225865,1
hsa-miR-3155b,0.061338301,6.958490243,0.872961324,1
hsa-miR-6129,0.076461332,7.827445398,0.873053654,1
hsa-miR-1287-3p,-0.057953035,9.755623481,0.873092557,1
hsa-miR-1238-3p,-0.11998984,7.765710256,0.874350272,1
hsa-miR-223-5p,-0.106688979,6.043628449,0.874921971,1
hsa-miR-6837-5p,0.103008751,5.80283905,0.875628534,1
hsa-miR-4768-5p,-0.050143015,5.819972162,0.875837822,1
hsa-miR-3648,0.069310384,6.627839739,0.876174869,1
hsa-miR-186-3p,0.175926356,4.650396552,0.876206317,1
hsa-miR-3972,0.058103831,6.914228437,0.876230159,1
hsa-miR-642b-5p,-0.086758011,5.923788256,0.876508606,1
hsa-miR-4726-3p,0.056933007,7.73235094,0.876850673,1
hsa-miR-4735-5p,-0.239861156,3.943564339,0.876966482,1
hsa-miR-658,0.050948742,6.931044402,0.877223356,1
hsa-miR-4480,0.205879268,4.346126567,0.877432553,1
hsa-miR-320d,0.065964185,8.168901002,0.879028361,1
hsa-miR-5006-5p,0.095496934,5.799796365,0.879222341,1
hsa-miR-3690,0.09118992,5.164371198,0.879644056,1
hsa-miR-3201,-0.383083911,3.635354922,0.879808471,1
hsa-miR-4684-3p,0.062495941,5.399039122,0.879876184,1
hsa-miR-99b-3p,0.054994877,7.178902923,0.879912358,1
hsa-miR-7113-5p,-0.111170707,5.720375543,0.880060378,1
hsa-miR-431-3p,-0.097992169,8.646614781,0.880083043,1
hsa-miR-1237-3p,-0.076529073,8.779129342,0.880099682,1
hsa-miR-6818-3p,-0.206653578,4.721316916,0.880595607,1
hsa-miR-5004-3p,-0.0457441,6.271731407,0.880811661,1
hsa-miR-6851-3p,0.063484246,5.865878329,0.88084402,1
hsa-miR-3118,0.206469298,4.026190346,0.881348823,1
hsa-miR-6782-5p,0.05441714,7.90615316,0.881520328,1
hsa-miR-197-3p,0.057530843,12.56494764,0.881625257,1
hsa-miR-3677-3p,0.109197195,5.363210864,0.882493325,1
hsa-miR-4302,0.049390822,10.87701372,0.883550879,1
hsa-miR-7-5p,0.05755389,8.553363374,0.883591696,1
hsa-miR-217,0.056909827,8.143251652,0.883670488,1
hsa-miR-6853-3p,0.064088909,7.791325834,0.885268146,1
hsa-miR-6832-3p,-0.054064062,5.7131147,0.885383905,1
hsa-miR-4778-3p,0.044366066,6.167150877,0.885412132,1
hsa-miR-3916,0.05188579,8.260637219,0.885672322,1
hsa-miR-1229-5p,-0.062513043,8.66097171,0.885866905,1
hsa-miR-3125,0.054263645,7.387802702,0.886196374,1
hsa-miR-3668,0.110728584,4.817376326,0.887024912,1
hsa-miR-3195,-0.050486548,8.904924285,0.887066953,1
hsa-miR-4639-5p,0.194837988,4.082480389,0.887098086,1
hsa-miR-6772-5p,-0.057027365,6.543784333,0.887164616,1
hsa-miR-629-3p,0.050962251,7.120753366,0.887424394,1
hsa-miR-601,0.076569181,5.288884515,0.887684091,1
hsa-miR-3934-3p,-0.087218214,9.637121587,0.887968677,1
hsa-miR-649,-0.058649505,6.0266443,0.888237036,1
hsa-miR-1914-5p,0.056496327,6.513948683,0.888567715,1
hsa-miR-7113-3p,0.07385075,8.532587487,0.889223005,1
hsa-miR-523-3p,0.109230081,4.560835068,0.889286886,1
hsa-miR-892a,-0.236371106,3.746265493,0.889432575,1
hsa-miR-5004-5p,0.060709024,4.740927385,0.89018254,1
hsa-miR-26a-1-3p,-0.111186098,4.763490737,0.890581055,1
hsa-miR-3927-5p,0.190966315,4.55247982,0.891249696,1
hsa-miR-6508-5p,0.073675698,6.162819783,0.891875483,1
hsa-miR-495-5p,-0.255203699,3.744204389,0.892022913,1
hsa-miR-640,0.08364253,4.687066677,0.892345218,1
hsa-miR-3665,-0.050299007,8.409962633,0.892365396,1
hsa-miR-518d-3p,0.074221692,5.743578247,0.892820737,1
hsa-miR-3187-3p,0.061122051,6.381929594,0.893070775,1
hsa-miR-4676-5p,0.064942808,7.429201953,0.893105583,1
hsa-miR-3127-5p,0.051280511,6.392645306,0.893266402,1
hsa-miR-4648,-0.191583676,4.106712703,0.893406403,1
hsa-miR-3713,0.128955652,4.640635361,0.893583463,1
hsa-miR-6836-5p,-0.062353671,10.8770779,0.893801892,1
hsa-miR-4289,0.187645566,4.156019575,0.894035957,1
hsa-miR-4436b-5p,-0.054564994,6.50073547,0.894069097,1
hsa-miR-4304,-0.053648731,6.223444837,0.894590108,1
hsa-miR-608,0.059045308,6.675768891,0.89536871,1
hsa-miR-656-5p,-0.209232021,4.1692005,0.895476489,1
hsa-miR-6803-3p,0.064103748,6.455701824,0.895678814,1
hsa-miR-5197-5p,0.057310943,6.121471114,0.896456081,1
hsa-miR-4467,-0.049936988,8.216200198,0.89678917,1
hsa-miR-6805-5p,-0.049865254,6.480852085,0.896849393,1
hsa-miR-4740-3p,0.049476689,8.614121652,0.897190386,1
hsa-miR-5695,0.099285948,5.729491044,0.899303821,1
hsa-miR-6858-3p,0.061335529,5.706846687,0.899375962,1
hsa-miR-609,-0.084229845,4.847950427,0.899468589,1
hsa-miR-548ad-3p,0.05333822,8.688211757,0.900575634,1
hsa-miR-4675,-0.157337096,4.658996816,0.901719046,1
hsa-miR-190a-5p,0.050841853,7.545770577,0.902457864,1
hsa-miR-6778-3p,-0.082058978,4.920003427,0.902893009,1
hsa-miR-671-5p,0.039129142,7.304749901,0.903000893,1
hsa-miR-4721,0.044348734,7.334177683,0.903263882,1
hsa-miR-4781-3p,0.079382012,6.135769754,0.903300432,1
hsa-miR-3663-5p,0.04818815,7.289030224,0.903997168,1
hsa-miR-5585-3p,0.051415345,5.35747521,0.904354765,1
hsa-miR-583,0.107569405,4.775942597,0.904632228,1
hsa-miR-4516,0.038472942,7.55235809,0.905803566,1
hsa-miR-4485-3p,0.050180554,8.422078865,0.905849824,1
hsa-miR-632,-0.115954993,4.589292524,0.906066856,1
hsa-miR-145-3p,0.067237903,5.779811659,0.90630843,1
hsa-miR-1305,-0.076981839,6.485972794,0.906374809,1
hsa-miR-4460,-0.105078807,4.711411414,0.907021069,1
hsa-miR-514a-5p,-0.071250959,5.733469908,0.907024559,1
hsa-miR-4748,0.061141756,6.320150995,0.907557223,1
hsa-miR-6819-3p,0.046907809,5.494377208,0.908139279,1
hsa-miR-6810-3p,-0.046815068,6.329272543,0.908219658,1
hsa-miR-6078,0.101534103,9.059746433,0.909104094,1
hsa-miR-7844-5p,-0.09600123,5.377245509,0.909368769,1
hsa-miR-4766-3p,0.12374372,4.762438401,0.909528478,1
hsa-miR-6848-5p,0.047419877,6.686667763,0.909598463,1
hsa-miR-6729-5p,-0.043744277,7.757040367,0.909707535,1
hsa-miR-3158-3p,-0.053120829,5.587074966,0.90995887,1
hsa-miR-7107-5p,-0.043777138,11.00676144,0.910485433,1
hsa-miR-3675-5p,0.045945581,6.942850352,0.910866465,1
hsa-miR-2278,-0.145880464,4.42179646,0.910898766,1
hsa-miR-4263,0.173159164,4.392060088,0.911350678,1
hsa-miR-4700-5p,-0.049947716,7.902277478,0.912715818,1
hsa-miR-6845-5p,0.040315421,4.976414311,0.91376214,1
hsa-miR-4724-3p,-0.075630881,5.448584286,0.914027424,1
hsa-miR-6750-3p,-0.076338874,5.937493925,0.91411618,1
hsa-miR-92a-2-5p,0.074153165,5.355811064,0.914316081,1
hsa-miR-3678-3p,-0.072617368,6.164722441,0.914510295,1
hsa-miR-1197,-0.049519177,6.253213038,0.91455695,1
hsa-miR-6872-5p,0.064626695,5.337417814,0.915045945,1
hsa-miR-6842-5p,-0.080635353,5.195515017,0.915903612,1
hsa-miR-516b-3p,0.122733801,4.527493604,0.916491892,1
hsa-miR-18b-3p,0.135034885,4.545352566,0.916543586,1
hsa-miR-1227-3p,0.032696269,6.032100474,0.91769749,1
hsa-miR-7850-5p,-0.057643477,5.306474545,0.91821934,1
hsa-miR-6824-5p,-0.035996791,7.398238512,0.918259518,1
hsa-miR-767-5p,0.040424001,5.373882027,0.918670788,1
hsa-miR-6718-5p,-0.05295154,5.173711227,0.918702339,1
hsa-miR-4499,0.051907395,6.030961883,0.919162003,1
hsa-miR-4786-5p,-0.051768871,4.759230751,0.919336925,1
hsa-miR-3620-3p,-0.045458464,6.663471217,0.919582595,1
hsa-miR-4774-3p,0.096796117,4.601368005,0.919591706,1
hsa-miR-4261,0.110095857,4.82794664,0.919635905,1
hsa-miR-566,0.040584552,6.21380739,0.91978092,1
hsa-miR-5196-3p,0.049565156,7.230269377,0.92121733,1
hsa-miR-6773-3p,0.11825054,4.585524339,0.921801428,1
hsa-miR-18a-3p,-0.12469178,4.077224731,0.92213125,1
hsa-miR-7155-5p,0.040556303,7.020398025,0.92335104,1
hsa-miR-192-5p,0.043180222,8.692571261,0.923730737,1
hsa-miR-330-3p,0.061825005,4.96124789,0.923875496,1
hsa-miR-548d-5p,-0.163741821,4.578129378,0.925015601,1
hsa-miR-4794,0.057456322,5.230775177,0.925093322,1
hsa-miR-4328,-0.158365033,4.113286854,0.92511419,1
hsa-miR-539-3p,-0.05885247,5.867262395,0.925162212,1
hsa-miR-645,0.11368052,4.38663024,0.925849293,1
hsa-miR-6833-3p,0.02901515,5.951388009,0.926037306,1
hsa-miR-3667-5p,0.051964154,5.390366035,0.926536786,1
hsa-miR-6879-5p,0.042380728,6.064164068,0.926542555,1
hsa-miR-630,-0.029580048,5.947043099,0.92672542,1
hsa-miR-548ag,0.239392702,3.972950069,0.927220111,1
hsa-miR-3940-5p,0.038927114,9.88691008,0.927911379,1
hsa-miR-6862-5p,-0.12721228,4.761331366,0.928015889,1
hsa-miR-4693-5p,-0.041342792,6.485350114,0.928664086,1
hsa-miR-6822-5p,0.060472441,6.030202994,0.928952854,1
hsa-miR-5193,0.0347422,6.683349496,0.928963584,1
hsa-miR-5010-5p,0.055277543,5.390953322,0.929317102,1
hsa-miR-6814-5p,0.05420813,6.259709304,0.931190164,1
hsa-miR-181a-5p,-0.039870222,8.086390926,0.931253285,1
hsa-miR-1281,-0.032494196,8.156746551,0.93210264,1
hsa-miR-4483,-0.176007815,3.76634248,0.932314564,1
hsa-miR-4282,0.17493612,3.780925632,0.932615104,1
hsa-miR-4701-5p,0.018702383,5.743148559,0.93318229,1
hsa-miR-6506-5p,0.049842281,4.898188468,0.934118636,1
hsa-miR-4764-3p,0.032872819,8.066762327,0.934145827,1
hsa-miR-718,-0.027233785,9.075090795,0.935217171,1
hsa-miR-8082,0.042287659,5.633848467,0.935327255,1
hsa-miR-6801-3p,0.033710675,6.243571601,0.936068454,1
hsa-miR-6891-5p,0.027429785,6.683401083,0.93643248,1
hsa-miR-3150b-5p,-0.049592729,6.307613635,0.93654317,1
hsa-miR-765,-0.040461044,6.398564163,0.937896582,1
hsa-miR-6830-5p,0.031049402,5.841909184,0.938675329,1
hsa-miR-4720-3p,0.210223068,3.903659755,0.939161548,1
hsa-miR-1203,0.032691266,9.470368228,0.940166844,1
hsa-miR-2682-5p,0.03214157,6.223067627,0.940777309,1
hsa-miR-1285-3p,-0.043131139,9.360150398,0.941189593,1
hsa-miR-98-5p,0.032997914,10.42429181,0.941276557,1
hsa-miR-548av-5p/548k,0.054076992,5.797004789,0.941738691,1
hsa-miR-187-3p,-0.038306128,7.349216757,0.941793113,1
hsa-miR-1303,-0.021524154,6.573556971,0.942161485,1
hsa-miR-4316,-0.047186086,5.981364718,0.942341061,1
hsa-miR-1291,-0.04949839,6.11121604,0.942992148,1
hsa-miR-6854-3p,0.080331367,4.476709422,0.94316662,1
hsa-miR-5192,0.036068476,9.710768813,0.943332752,1
hsa-miR-6884-3p,-0.034444779,6.651116832,0.943381075,1
hsa-miR-548ay-3p,0.029619824,8.963495676,0.943577854,1
hsa-miR-4653-5p,0.037115728,5.690073516,0.943639521,1
hsa-miR-4695-5p,-0.04185195,5.931655389,0.943685405,1
hsa-miR-4691-5p,0.02534283,11.1854373,0.943686426,1
hsa-miR-4505,-0.017221191,6.094812179,0.944021008,1
hsa-miR-6840-5p,0.0256413,7.549214575,0.944432129,1
hsa-miR-4443,0.031834201,6.314685663,0.944645567,1
hsa-miR-3940-3p,0.029584722,8.641569292,0.944752597,1
hsa-miR-216b-3p,-0.019104103,6.672742728,0.945298708,1
hsa-miR-129-2-3p,0.137263014,4.48006064,0.945378027,1
hsa-miR-887-5p,0.07992996,4.674328985,0.945837708,1
hsa-miR-4633-3p,0.059686662,4.659900735,0.94621548,1
hsa-miR-3939,-0.033837123,6.060833362,0.947171832,1
hsa-miR-1256,-0.022659349,8.562579071,0.947541413,1
hsa-miR-4308,-0.062635296,4.580069196,0.947601575,1
hsa-miR-146b-3p,-0.025834658,5.947657996,0.948269973,1
hsa-miR-4514,-0.028037755,5.767295159,0.948335801,1
hsa-miR-30c-5p,0.034112431,8.666514564,0.948470591,1
hsa-miR-576-3p,-0.031208492,6.250491183,0.948573044,1
hsa-miR-6068,-0.046530785,7.686411381,0.94926014,1
hsa-miR-2467-3p,-0.084592245,4.68372627,0.949693327,1
hsa-miR-3653-3p,-0.063018564,4.813096954,0.950000752,1
hsa-miR-4756-3p,-0.20481011,3.472781942,0.950361599,1
hsa-miR-3176,-0.023423451,8.678727447,0.950840752,1
hsa-miR-6084,-0.023052144,10.054292,0.951317428,1
hsa-miR-3689d,-0.039642972,4.735446255,0.951983475,1
hsa-miR-4758-5p,-0.020317861,6.316710762,0.952250348,1
hsa-miR-7-2-3p,-0.086603747,4.737285103,0.952480975,1
hsa-miR-4749-3p,-0.021029376,6.398929966,0.9527345,1
hsa-miR-4769-3p,0.046761998,6.624865961,0.952884329,1
hsa-miR-95-5p,-0.179278465,3.419295301,0.953272263,1
hsa-miR-4666b,0.03504907,5.11904105,0.95354675,1
hsa-miR-3684,-0.023682863,5.086883128,0.953706938,1
hsa-miR-6876-3p,-0.070060657,4.858271397,0.953875597,1
hsa-miR-15b-3p,0.023430547,6.393884561,0.954966789,1
hsa-miR-4433a-5p,0.03658091,6.94490333,0.955075196,1
hsa-miR-7108-3p,0.02547158,10.35335388,0.95526391,1
hsa-miR-6831-3p,-0.027709388,5.299166141,0.955299386,1
hsa-miR-1301-3p,0.022924465,6.264327242,0.955659594,1
hsa-miR-6864-3p,0.092833967,4.58323332,0.955731246,1
hsa-miR-621,0.034388725,6.753868145,0.955870422,1
hsa-miR-141-5p,-0.024507749,7.382971221,0.95596754,1
