,logFC,logCPM,PValue,FDR
hsa-miR-1226-3p,-0.361037558,8.784505545,0.390380563,1
hsa-miR-492,-0.30334752,5.719030876,0.390607016,1
hsa-miR-3160-3p,0.907139684,7.529331119,0.390828357,1
hsa-miR-1178-3p,0.331575932,7.382184925,0.391343339,1
hsa-miR-5584-3p,-0.419564816,5.764732265,0.392339904,1
hsa-miR-199a-3p,-0.414161267,14.02868291,0.392547853,1
hsa-miR-378c,-0.381738957,6.415633044,0.392785321,1
hsa-miR-338-3p,-0.387383962,6.059583399,0.393323092,1
hsa-miR-3655,0.277367499,6.559947726,0.393372203,1
hsa-miR-888-3p,-0.399342307,7.292491085,0.393603626,1
hsa-miR-4672,-0.381408113,5.686094142,0.395118102,1
hsa-miR-6777-3p,0.393915225,8.032025336,0.395995345,1
hsa-miR-6877-5p,-0.343717382,8.38425234,0.396284171,1
hsa-miR-3161,-0.347127778,5.207366812,0.396817475,1
hsa-miR-3614-3p,1.436934236,3.9638651,0.397224273,1
hsa-miR-29c-5p,-0.295585293,6.341004281,0.397789573,1
hsa-miR-8054,-0.494343278,5.19085135,0.398153352,1
hsa-miR-152-3p,-0.30290167,9.595772292,0.398320337,1
hsa-miR-6783-3p,-0.266669538,6.840673304,0.398525144,1
hsa-miR-4320,1.470568547,4.527888661,0.398935244,1
hsa-miR-497-5p,-0.332358792,7.384024485,0.399026106,1
hsa-miR-302a-5p,-1.299040696,3.652479057,0.399632622,1
hsa-miR-4453,-0.390137012,5.09302706,0.400070609,1
hsa-miR-761,0.325982735,5.762886221,0.40044,1
hsa-miR-548ap-5p/548j-5p,0.4300549,4.992189983,0.400592989,1
hsa-miR-125a-5p,-0.465289643,12.44928625,0.401963089,1
hsa-miR-338-5p,0.268211185,6.155333142,0.401969212,1
hsa-miR-4436b-3p,0.37058813,5.551677104,0.402301251,1
hsa-miR-5589-3p,0.952753563,4.357306665,0.403640113,1
hsa-miR-299-3p,0.308518789,5.989390684,0.403843235,1
hsa-miR-5739,-0.405303563,5.485959692,0.403959038,1
hsa-miR-4788,0.313828165,7.35911049,0.404024861,1
hsa-miR-4533,0.275499572,6.298517429,0.404804775,1
hsa-miR-7977,-0.311969579,6.254140381,0.404970368,1
hsa-miR-1282,-0.879224295,4.40285157,0.405013889,1
hsa-miR-885-5p,-0.433520955,6.52299836,0.40540936,1
hsa-miR-33b-3p,-0.283784637,6.456082765,0.405598187,1
hsa-let-7f-1-3p,-0.281213933,6.144926507,0.406242816,1
hsa-miR-6085,0.277256998,6.577530991,0.406605635,1
hsa-miR-7702,0.303212345,5.377772079,0.406650879,1
hsa-miR-27a-3p,-0.356562824,10.49195951,0.407880492,1
hsa-miR-4324,-0.331271591,6.678660293,0.40827093,1
hsa-miR-2861,-0.295976906,8.131034957,0.408534222,1
hsa-miR-7111-3p,-0.314203813,7.437027449,0.408611629,1
hsa-miR-7156-3p,-0.269775725,7.098309974,0.410241158,1
hsa-miR-4684-5p,1.46120535,3.887375862,0.410544248,1
hsa-miR-582-5p,-1.367295031,4.042873984,0.410987632,1
hsa-miR-4310,0.847384182,4.527216229,0.41238898,1
hsa-miR-214-3p,-0.325415231,6.626883268,0.414146914,1
hsa-miR-7703,-0.367111128,5.06884255,0.4143749,1
hsa-miR-1976,-0.300170687,6.114721528,0.414510311,1
hsa-miR-760,-0.325027365,7.06584093,0.414552445,1
hsa-miR-3191-5p,0.31845989,5.82788634,0.415589489,1
hsa-miR-206,-0.359287075,5.115502033,0.41635107,1
hsa-miR-3605-3p,-0.291413933,7.739182304,0.416627431,1
hsa-miR-23a-3p,-0.402879111,10.70503538,0.416744133,1
hsa-miR-4433b-3p,0.624422274,4.334021563,0.416983591,1
hsa-miR-4446-5p,-0.261030341,7.649760129,0.417363305,1
hsa-miR-346,0.280252568,5.808229014,0.417493491,1
hsa-miR-425-3p,0.285270141,8.254606809,0.417960497,1
hsa-miR-4309,-0.40829388,5.361767543,0.417965625,1
hsa-miR-454-5p,-0.410758527,5.764252081,0.418637098,1
hsa-miR-6791-5p,-0.267925386,6.769428783,0.419370284,1
hsa-miR-2110,-0.325276639,7.283932216,0.419523479,1
hsa-miR-6778-5p,-0.363157745,6.631843086,0.419614963,1
hsa-miR-29b-1-5p,0.536384299,4.615527422,0.421110018,1
hsa-miR-643,0.399314662,4.762196938,0.421546516,1
hsa-miR-3157-5p,-0.364223042,5.373191459,0.421575129,1
hsa-miR-5586-5p,-1.316879381,3.623425131,0.422016827,1
hsa-miR-625-3p,0.389430637,9.146406239,0.422341786,1
hsa-miR-1296-5p,-0.293224349,5.837217342,0.422967722,1
hsa-miR-4657,0.980409778,4.121167612,0.423014889,1
hsa-miR-4652-5p,0.368222603,6.762289102,0.423489259,1
hsa-miR-6816-3p,0.356221911,5.126004732,0.423853634,1
hsa-miR-1269b,-0.344840119,5.25143246,0.425028009,1
hsa-miR-1234-3p,0.350532426,9.116493225,0.425925529,1
hsa-miR-3920,0.302854152,5.477753423,0.426992394,1
hsa-miR-6735-5p,-0.468690043,5.562723033,0.427575657,1
hsa-miR-199a-5p,-0.383520608,7.593079657,0.427661109,1
hsa-miR-3124-3p,-0.307168813,6.967172397,0.428177121,1
hsa-miR-30c-1-3p,-0.290903176,7.217909963,0.428479602,1
hsa-miR-579-5p,0.3619556,5.543388596,0.428901698,1
hsa-miR-3960,-0.275364601,8.127373244,0.429415674,1
hsa-miR-4750-3p,-0.389340771,6.966398952,0.430320255,1
hsa-miR-548ao-3p,-0.344004483,5.346491284,0.430651031,1
hsa-miR-3145-3p,0.392719918,4.808006777,0.43078602,1
hsa-miR-5001-3p,-0.292960019,6.201427234,0.430895522,1
hsa-miR-5007-5p,1.291325779,4.336886705,0.431473834,1
hsa-miR-4539,0.276416972,5.716170293,0.431783941,1
hsa-miR-365a-5p,0.264843911,6.837338337,0.432091503,1
hsa-miR-4454,-0.346338598,9.135606827,0.432489093,1
hsa-miR-6802-3p,-0.251694992,6.782013452,0.432816128,1
hsa-miR-6772-3p,0.480371729,4.916998097,0.433453785,1
hsa-miR-513c-5p,-0.46218463,7.38083745,0.433824181,1
hsa-miR-3141,-0.280289946,7.788649347,0.434017839,1
hsa-miR-133b,0.266935554,6.682519875,0.434612633,1
hsa-miR-193b-3p,-0.285749216,5.449303545,0.434745537,1
hsa-miR-3619-3p,0.280297403,7.083946998,0.435126074,1
hsa-miR-4793-3p,-0.49822437,8.026439549,0.435584187,1
hsa-miR-6857-3p,0.287269792,11.30062265,0.436109359,1
hsa-miR-140-3p,-0.282962849,9.926520997,0.436394818,1
hsa-miR-3173-5p,0.308101202,6.137990699,0.437028396,1
hsa-miR-367-3p,0.35995524,5.525964297,0.437803296,1
hsa-miR-6738-5p,0.399098342,7.653907652,0.43802462,1
hsa-miR-4798-3p,-0.280786038,8.38345465,0.438555132,1
hsa-miR-490-5p,0.259779429,6.474082027,0.438558112,1
hsa-miR-4473,-0.257223812,6.54577675,0.438626346,1
hsa-miR-518c-3p,1.315432109,3.638132814,0.438626837,1
hsa-miR-6790-5p,-0.252261316,7.634636726,0.439209107,1
hsa-miR-543,-0.352055297,5.364035678,0.43997972,1
hsa-miR-7151-5p,0.410894713,4.82270569,0.44151443,1
hsa-miR-578,0.354833797,5.527801027,0.442192331,1
hsa-miR-4796-5p,-1.300520905,3.569777038,0.443277053,1
hsa-miR-485-3p,-0.345608967,7.950371455,0.443641617,1
hsa-miR-433-5p,-0.339489531,5.823215042,0.445249061,1
hsa-miR-4712-5p,-0.304034952,8.376910736,0.445534531,1
hsa-miR-4779,0.332672471,5.764284681,0.445780929,1
hsa-miR-6784-3p,-0.359157239,8.600040054,0.44634499,1
hsa-miR-6748-5p,-0.282730142,7.008046009,0.44702349,1
hsa-miR-339-5p,-0.309400625,7.965482464,0.447055191,1
hsa-miR-1323,-0.348155858,5.056259597,0.447389992,1
hsa-miR-659-5p,0.313101819,6.956456595,0.447423636,1
hsa-miR-574-5p,-0.32179385,8.463716572,0.447870074,1
hsa-miR-8070,0.39380714,4.831726042,0.447879104,1
hsa-miR-5707,1.40266779,3.665747245,0.448295589,1
hsa-miR-4284,-0.338280059,5.133114977,0.448497977,1
hsa-miR-641,0.3429185,4.883647878,0.448699328,1
hsa-miR-33a-3p,0.346403172,5.705318269,0.448856063,1
hsa-miR-6758-5p,-0.300996288,9.694508208,0.449427099,1
hsa-miR-6503-5p,-0.274001405,7.070145688,0.452477153,1
hsa-miR-4277,-0.484834325,5.947657683,0.453013801,1
hsa-miR-1267,0.340156288,5.011138091,0.453489431,1
hsa-miR-548aw,-0.268293422,7.602392227,0.454113384,1
hsa-miR-650,0.444800577,5.033966542,0.454951173,1
hsa-miR-4275,-0.335771801,8.361663029,0.455869561,1
hsa-miR-1260a,0.331220275,5.846501197,0.455886275,1
hsa-miR-8088,0.338869419,5.329223739,0.456000724,1
hsa-miR-550b-3p,-0.400000131,7.832283311,0.45730616,1
hsa-miR-585-3p,-0.284450076,7.621613904,0.457339114,1
hsa-miR-663a,-0.27099106,6.958836745,0.458043393,1
hsa-miR-4715-5p,-0.257965275,5.898867509,0.458096698,1
hsa-miR-744-5p,-0.238067028,8.606622528,0.458776873,1
hsa-miR-219a-5p,-1.286941491,3.536689688,0.459107343,1
hsa-miR-6785-5p,0.268953336,7.087053335,0.459244336,1
hsa-miR-937-5p,0.240345123,6.650613104,0.459574485,1
hsa-miR-155-3p,1.35671377,3.399006283,0.459834216,1
hsa-miR-4722-3p,0.333258659,5.184267877,0.460265569,1
hsa-miR-203b-3p,-0.425369152,6.235811787,0.460769246,1
hsa-miR-6825-5p,0.392499471,4.981380021,0.461256315,1
hsa-miR-6895-3p,0.256533973,7.364573775,0.461282363,1
hsa-miR-4802-3p,0.293455275,5.609773092,0.461327017,1
hsa-miR-133a-5p,-0.292212864,7.199874177,0.461821181,1
hsa-miR-135a-3p,0.259979132,5.93059752,0.462740151,1
hsa-miR-122-3p,0.311313157,5.284428885,0.462799777,1
hsa-miR-580-3p,0.424558083,4.599682631,0.462847318,1
hsa-miR-6788-5p,0.305732005,5.133179752,0.463165034,1
hsa-miR-5090,0.225088399,6.912384974,0.46366855,1
hsa-miR-379-3p,0.410437063,4.776891941,0.464686592,1
hsa-miR-3162-3p,-0.289195008,7.421875795,0.465045097,1
hsa-miR-5699-3p,-0.301205268,5.255453961,0.465468415,1
hsa-miR-7847-3p,-0.278802391,7.078645493,0.466254905,1
hsa-miR-4691-3p,0.405247636,5.274565157,0.466626556,1
hsa-miR-513a-5p,-0.324069248,5.935635803,0.467316745,1
hsa-miR-4518,0.411737325,5.630484453,0.46789355,1
hsa-miR-3155a,0.336631629,6.58276871,0.468061425,1
hsa-miR-6830-3p,0.265913493,6.290974303,0.468101845,1
hsa-miR-4496,0.254598344,6.283659088,0.468120694,1
hsa-miR-569,0.327328051,5.22905563,0.468675361,1
hsa-miR-6775-3p,-0.284189014,5.440056442,0.469237787,1
hsa-miR-3917,-0.410764135,7.347169638,0.469290522,1
hsa-miR-345-5p,-0.286955983,5.856221892,0.469924557,1
hsa-miR-654-5p,0.295588417,7.446659966,0.470295232,1
hsa-miR-32-5p,-0.303497451,7.327197099,0.470846372,1
hsa-miR-4442,-0.280478021,5.549433309,0.471036605,1
hsa-miR-6850-5p,-0.236606928,8.547873633,0.471462229,1
hsa-miR-4761-3p,0.246505496,7.210073292,0.473250612,1
hsa-miR-433-3p,-0.24866565,6.901463676,0.473421768,1
hsa-miR-4646-3p,-0.265864596,6.364758911,0.473718317,1
hsa-miR-4524b-5p,-0.790045785,4.134668829,0.473891286,1
hsa-miR-6829-5p,-0.31131441,5.138918394,0.474036148,1
hsa-miR-6860,0.274451935,6.86459538,0.47414632,1
hsa-miR-4435,0.346435442,4.813626404,0.474286908,1
hsa-miR-302b-5p,-0.467329582,4.978187963,0.475172767,1
hsa-miR-1202,-0.257436962,6.316131208,0.475225932,1
hsa-let-7e-3p,0.311108505,5.058210286,0.475892479,1
hsa-miR-3927-3p,-1.130063575,3.702049275,0.47719509,1
hsa-miR-6843-3p,-0.328936438,5.296364345,0.47748245,1
hsa-miR-6873-3p,-0.293550289,5.554655709,0.477856361,1
hsa-miR-627-5p,-0.67311996,4.881372891,0.478314294,1
hsa-miR-6812-3p,0.264792886,7.758664464,0.47843854,1
hsa-miR-218-1-3p,0.23141879,6.956899141,0.478616926,1
hsa-miR-6763-3p,-0.240614319,7.835782372,0.47878044,1
hsa-miR-4504,0.855424452,4.550675009,0.478986637,1
hsa-miR-92a-1-5p,-0.273221447,7.619669381,0.479287241,1
hsa-miR-101-5p,0.301503416,5.231621784,0.479527611,1
hsa-miR-93-5p,-0.265415434,11.71957186,0.47968039,1
hsa-miR-1245a,0.812038639,4.319552158,0.480288474,1
hsa-miR-4482-3p,-0.999565358,3.731900145,0.480641949,1
hsa-miR-367-5p,-0.262134144,7.131078924,0.480655451,1
hsa-miR-4732-5p,-0.287545876,5.72370439,0.480774073,1
hsa-miR-212-3p,-0.296477819,7.04838908,0.48103304,1
hsa-miR-411-3p,0.810391199,4.245819933,0.48139501,1
hsa-miR-198,0.292699478,5.42845563,0.481583685,1
hsa-miR-6813-5p,-0.234535225,7.590850407,0.481824431,1
hsa-miR-296-5p,-0.324789304,7.016740506,0.481880664,1
hsa-miR-4301,-0.300239698,5.148432499,0.482209922,1
hsa-miR-619-5p,-0.27514189,6.059694715,0.483826897,1
hsa-miR-5188,-0.43093693,4.605503874,0.483872748,1
hsa-miR-5011-3p,1.13962298,3.844152608,0.484169646,1
hsa-miR-20b-5p,0.269564649,7.380780029,0.485401635,1
hsa-miR-3679-3p,0.271280135,6.825533696,0.485854932,1
hsa-miR-6834-5p,0.35161172,5.656891285,0.486275488,1
hsa-miR-642a-5p,-0.268373329,5.708844793,0.486878169,1
hsa-miR-6777-5p,-0.259190654,5.874607965,0.487101717,1
hsa-miR-6509-5p,-1.172498878,3.514061922,0.489407296,1
hsa-miR-6727-3p,-0.222003025,6.003434631,0.489705208,1
hsa-miR-552-5p,-0.275588351,7.485169001,0.489867065,1
hsa-miR-888-5p,0.786569722,4.41914447,0.490221074,1
hsa-miR-6750-5p,0.239741867,7.799854198,0.490221281,1
hsa-miR-329-5p,-0.35728435,5.416871423,0.49058146,1
hsa-miR-6728-3p,0.241678474,5.953604843,0.491434933,1
hsa-miR-1238-5p,0.247367415,7.376766226,0.491921316,1
hsa-miR-1276,-0.369162713,9.208712592,0.492674881,1
hsa-miR-7975,0.268113977,5.229704337,0.492700851,1
hsa-miR-7160-3p,-0.339765051,5.921377339,0.492825656,1
hsa-miR-624-5p,0.308368072,5.032539092,0.492941417,1
hsa-miR-148b-3p,-0.246945322,9.546130065,0.493536489,1
hsa-miR-4292,-0.226099706,6.316372747,0.493891146,1
hsa-miR-6124,-0.274267131,7.114057692,0.493939467,1
hsa-miR-6850-3p,-0.2350898,7.498663026,0.495418567,1
hsa-miR-4481,0.288243459,6.025232171,0.495810786,1
hsa-miR-4288,-0.403785518,5.139472794,0.495836888,1
hsa-miR-6787-3p,-0.322771294,5.417290647,0.496145166,1
hsa-miR-6731-3p,0.23708115,7.650207304,0.496759738,1
hsa-miR-675-5p,0.306174263,8.241423864,0.497511986,1
hsa-miR-3662,0.294982474,6.108048822,0.498057237,1
hsa-miR-4711-5p,0.255894814,5.400243732,0.498637499,1
hsa-miR-922,0.742180222,4.639558462,0.500858452,1
hsa-miR-4789-5p,-1.167228809,3.952543197,0.501762279,1
hsa-miR-6760-5p,0.345126616,7.525275724,0.503602354,1
hsa-miR-329-3p,-0.453269111,5.322617899,0.504141513,1
hsa-let-7e-5p,-0.29379951,12.83392888,0.504578366,1
hsa-miR-1178-5p,0.362349029,4.880680686,0.504750715,1
hsa-miR-5680,-1.061324785,3.528410816,0.504753845,1
hsa-miR-6717-5p,-0.356268412,8.560648433,0.507349062,1
hsa-miR-4451,0.272411799,9.419085087,0.507463223,1
hsa-miR-24-1-5p,-1.11748119,3.694322834,0.508068185,1
hsa-miR-3153,0.224775935,5.861036763,0.508210753,1
hsa-miR-4724-5p,0.239934879,6.831159946,0.508867754,1
hsa-miR-6502-5p,0.40534351,4.982669838,0.509007827,1
hsa-miR-627-3p,0.332496595,4.604895749,0.510507746,1
hsa-miR-6795-3p,-0.274500558,7.066170902,0.510836557,1
hsa-miR-383-5p,0.34782678,10.2425881,0.511169735,1
hsa-miR-448,0.215836019,6.754068204,0.51144031,1
hsa-miR-149-3p,-0.2334433,7.266490558,0.511648351,1
hsa-miR-4319,0.561444802,4.532633849,0.512024953,1
hsa-miR-1185-5p,-1.203206865,3.526782755,0.512621037,1
hsa-miR-708-5p,0.262192632,6.829470539,0.513876499,1
hsa-miR-188-3p,-0.223882668,8.186819092,0.514488485,1
hsa-miR-6845-3p,0.342305827,6.331191789,0.514557719,1
hsa-miR-513c-3p,-1.11853318,3.477539412,0.514961705,1
hsa-miR-1273g-3p,0.242446945,6.002258837,0.515916502,1
hsa-miR-335-3p,0.21570507,6.350543123,0.517267396,1
hsa-miR-4754,-0.237711018,9.636759784,0.517436484,1
hsa-miR-6883-3p,-0.212477114,6.360000938,0.518462357,1
hsa-miR-1266-3p,-0.262076211,5.355164919,0.51919828,1
hsa-miR-6833-5p,-0.245690243,6.210100879,0.519287617,1
hsa-miR-5195-3p,0.220884149,6.170294446,0.519758935,1
hsa-miR-337-5p,-0.227903154,7.993601866,0.519820777,1
hsa-miR-6513-3p,-0.29017962,5.197609629,0.520142101,1
hsa-miR-6806-3p,0.299171108,6.539152035,0.520721418,1
hsa-miR-4325,0.253777317,5.458006375,0.52080853,1
hsa-miR-3160-5p,0.42715456,4.786482035,0.520854043,1
hsa-miR-4431,0.299106889,4.845175473,0.520868497,1
hsa-miR-580-5p,-0.783728013,4.377859237,0.520987089,1
hsa-miR-4493,0.239355889,6.05838814,0.521977851,1
hsa-miR-3189-3p,-0.240286746,5.900523872,0.522265779,1
hsa-miR-324-5p,0.222452734,7.912416132,0.523209712,1
hsa-miR-3685,0.219634994,6.454930509,0.523394948,1
hsa-miR-1244,-0.339576505,5.59533661,0.523570132,1
hsa-miR-6821-3p,-0.206614285,7.162239675,0.523667565,1
hsa-miR-1248,0.423842519,4.711350225,0.52368074,1
hsa-miR-664a-5p,-0.230186188,7.271668411,0.52432658,1
hsa-miR-6878-3p,0.240067775,6.084020389,0.524357319,1
hsa-miR-5186,0.247747464,5.47305828,0.524975891,1
hsa-miR-3128,0.306515967,4.900430173,0.525281845,1
hsa-miR-328-5p,0.225158382,6.71895432,0.525478122,1
hsa-miR-4502,0.260186182,5.291025608,0.525592652,1
hsa-miR-4736,1.142231506,3.371490597,0.525620489,1
hsa-miR-4535,0.218140616,9.492657637,0.525980128,1
hsa-miR-4686,-0.246935825,5.795562543,0.526685507,1
hsa-miR-7853-5p,-0.354922447,4.816409966,0.526985314,1
hsa-miR-505-3p,0.2625593,5.658528556,0.527422877,1
hsa-miR-4529-3p,0.233281903,5.756135639,0.527906981,1
hsa-miR-548q,0.720019238,4.378332181,0.528395921,1
hsa-miR-4741,-0.266393505,6.769661126,0.529021355,1
hsa-miR-920,-0.292646288,5.401459787,0.529202599,1
hsa-miR-363-5p,-0.249056458,8.097017,0.529746738,1
hsa-miR-1-3p,-0.283633783,6.462575283,0.530077022,1
hsa-miR-4272,1.175826722,3.631239385,0.530176113,1
hsa-miR-653-3p,0.344473582,5.082008113,0.530303634,1
hsa-miR-3165,-0.729997724,4.041402279,0.531148957,1
hsa-miR-660-5p,-0.237411509,7.5113248,0.531449593,1
hsa-miR-4417,-0.262332379,9.758963187,0.531496551,1
hsa-miR-193a-5p,-0.214507547,9.063359092,0.531669179,1
hsa-miR-4279,-0.221541192,7.305728114,0.531916682,1
hsa-miR-6881-5p,-0.248910411,6.287480387,0.532054335,1
hsa-miR-1185-1-3p,-0.359388645,5.286675956,0.532120777,1
hsa-miR-499a-5p,1.05411035,4.168244998,0.53231903,1
hsa-miR-1228-3p,-0.288044298,5.501609517,0.532834716,1
hsa-miR-372-3p,0.770658401,4.462216939,0.533438175,1
hsa-miR-4538,0.223171003,5.21942231,0.533472126,1
hsa-miR-3179,0.265196847,4.92038875,0.533912348,1
hsa-miR-618,-0.254298914,5.510469826,0.534260843,1
hsa-miR-4440,0.20369398,7.26055972,0.534519333,1
hsa-miR-3183,0.207825739,7.215955953,0.535018738,1
hsa-miR-6841-5p,0.757882705,3.954974395,0.535983599,1
hsa-miR-6741-3p,-0.245491468,5.897491634,0.536643537,1
hsa-miR-5187-5p,-0.285176721,6.287769671,0.537188057,1
hsa-miR-7114-5p,0.287678065,5.213107555,0.537291845,1
hsa-miR-6805-3p,0.209925031,7.671028608,0.53747964,1
hsa-miR-30e-3p,-0.241219395,8.439131829,0.537876987,1
hsa-miR-6846-3p,-0.221668341,6.855996168,0.537889097,1
hsa-miR-196a-3p,-0.37025259,4.774995499,0.537891391,1
hsa-miR-10b-3p,-0.342254047,6.751082656,0.538450675,1
hsa-miR-875-5p,0.706575291,4.549547072,0.539600629,1
hsa-miR-4645-3p,0.402311926,4.724381533,0.539940521,1
hsa-miR-181d-3p,0.229994289,5.343048705,0.541256108,1
hsa-miR-1266-5p,0.22903809,12.10052413,0.541339006,1
hsa-miR-6892-5p,-0.213800592,8.483124599,0.541502637,1
hsa-miR-425-5p,-0.225671408,9.43319258,0.541655677,1
hsa-miR-3180,-0.230883444,6.399144658,0.542342794,1
hsa-miR-6885-5p,0.220563083,5.671393545,0.542363551,1
hsa-miR-1253,0.2526023,5.801570296,0.543185642,1
hsa-miR-4649-5p,0.194330771,7.984494496,0.544983603,1
hsa-miR-320b,0.280009764,9.550766131,0.545238314,1
hsa-miR-767-3p,-0.205340122,6.873653649,0.545732706,1
hsa-miR-7109-5p,-0.22080855,5.988509841,0.547236647,1
hsa-miR-5693,0.752838375,4.180743069,0.548565487,1
hsa-miR-5094,0.199305144,5.99481485,0.549608429,1
hsa-miR-4665-5p,0.220405014,9.451046274,0.550240463,1
hsa-miR-3678-5p,-0.261667996,5.672785573,0.550624784,1
hsa-miR-6771-5p,0.21098531,5.450736229,0.550945871,1
hsa-miR-149-5p,-0.191923673,6.695276348,0.551032638,1
hsa-miR-6758-3p,-0.248660231,5.458928115,0.551171934,1
hsa-miR-208a-5p,-0.23670947,8.718774664,0.551328909,1
hsa-miR-1180-3p,-0.196030101,8.933385745,0.551388608,1
hsa-miR-106a-3p,-0.718275742,4.363032859,0.551434115,1
hsa-miR-6506-3p,-0.638914511,4.322107982,0.552267075,1
hsa-miR-380-5p,-0.306470844,4.783073493,0.552402858,1
hsa-miR-1538,0.212062271,6.486652923,0.553476058,1
hsa-miR-197-5p,-0.240963084,6.764950465,0.553606525,1
hsa-miR-449b-5p,-0.253637633,5.885888762,0.554034249,1
hsa-miR-597-5p,0.243005299,7.919007643,0.555119273,1
hsa-miR-4510,-0.245770407,6.410097894,0.556120202,1
hsa-miR-1273a,-1.02866777,4.154283844,0.557565451,1
hsa-miR-1587,0.193777663,6.398934311,0.557589422,1
hsa-miR-518b,0.227693372,6.793525331,0.557692655,1
hsa-miR-3150a-3p,-0.621079371,4.441901343,0.557697503,1
hsa-miR-6746-3p,-0.185868362,7.228715452,0.558032723,1
hsa-miR-181c-5p,0.255749598,5.862324229,0.55806655,1
hsa-miR-6865-3p,-0.239521943,6.713323865,0.558343148,1
hsa-miR-584-5p,-0.224207342,6.308168666,0.558875999,1
hsa-miR-4804-3p,-0.233425393,6.091090878,0.559895519,1
hsa-miR-181a-3p,-0.302459088,6.949974835,0.559993736,1
hsa-miR-3115,-0.282118669,7.826209457,0.560023513,1
hsa-miR-4688,0.218701836,5.683538916,0.560109533,1
hsa-miR-4665-3p,0.193002535,7.977209834,0.560148278,1
hsa-miR-541-3p,-0.605993097,4.379796726,0.561474363,1
hsa-miR-3928-3p,-0.216867662,5.545541087,0.561519251,1
hsa-miR-6827-3p,0.237443178,5.661881183,0.561881061,1
hsa-miR-5009-5p,0.321226606,5.757691052,0.561917991,1
hsa-miR-4743-3p,-0.399005059,4.702561451,0.562980105,1
hsa-miR-942-5p,-0.218036867,6.271822065,0.563515673,1
hsa-miR-3669,0.24547721,6.136498736,0.563870119,1
hsa-miR-194-3p,-0.202119088,5.275864233,0.563963162,1
hsa-miR-1258,0.298468992,5.407332464,0.564423172,1
hsa-miR-3911,0.273243249,4.987000246,0.565131769,1
hsa-miR-4305,-0.253841947,5.091724341,0.565383614,1
hsa-miR-934,0.200195373,6.501229742,0.56563179,1
hsa-miR-1-5p,-0.319561692,5.311478077,0.565651644,1
hsa-miR-3921,-0.332410939,4.756522995,0.565795026,1
hsa-miR-8065,0.339820542,5.853466739,0.565977144,1
hsa-miR-6774-3p,0.239896093,4.932114762,0.56617243,1
hsa-miR-4711-3p,-0.199265952,6.615121082,0.567324597,1
hsa-miR-1471,-0.349435452,10.68120365,0.567521974,1
hsa-miR-6818-5p,-0.950678064,4.006608033,0.567655705,1
hsa-miR-4492,-0.18884116,6.320556937,0.568268847,1
hsa-miR-410-5p,0.25236434,5.177918548,0.568717207,1
hsa-miR-628-3p,0.227617065,8.511164087,0.568878197,1
hsa-miR-4458,0.203742853,6.959512478,0.569705755,1
hsa-miR-1233-5p,-0.195601962,7.476514902,0.570340367,1
hsa-miR-6723-5p,-0.229859518,5.643695977,0.570675996,1
hsa-miR-4267,0.192810508,5.770248185,0.570952734,1
hsa-miR-4312,0.26199443,7.46418791,0.571004773,1
hsa-miR-3913-5p,0.218827593,6.267744594,0.572004355,1
hsa-miR-3670,0.675889539,4.264395013,0.573027788,1
hsa-miR-3185,-0.214746489,6.367909834,0.57357286,1
hsa-miR-30a-3p,0.217105621,11.19036407,0.57402815,1
hsa-miR-450a-5p,-0.292853546,5.946024372,0.574388651,1
hsa-miR-3127-3p,0.202561776,5.188307522,0.57448036,1
hsa-miR-3649,-0.275639432,5.493197435,0.574650319,1
hsa-miR-598-3p,-0.22921228,7.25122639,0.575085282,1
hsa-miR-4524b-3p,0.275340959,5.734365791,0.576436273,1
hsa-miR-5189-5p,-0.178701246,5.390997462,0.576471434,1
hsa-miR-8066,-0.220108991,6.712837618,0.576794839,1
hsa-miR-877-3p,-0.242090324,6.86060662,0.577195996,1
hsa-miR-766-5p,0.191910061,6.512471953,0.577248448,1
hsa-miR-6895-5p,0.582278153,4.761610803,0.577425464,1
hsa-miR-4745-3p,-0.215790723,7.599340782,0.577509713,1
hsa-miR-3622a-3p,-0.233600385,6.071564738,0.57767036,1
hsa-miR-3683,0.967768565,4.075700283,0.577799956,1
hsa-let-7f-5p,-0.260391798,16.67321,0.579294385,1
hsa-miR-3944-5p,0.220667726,5.302211404,0.579306423,1
hsa-miR-4769-5p,0.279385267,5.348177307,0.57938942,1
hsa-miR-6792-5p,0.184210105,7.770773729,0.57950869,1
hsa-miR-3910,-0.607935211,4.544732301,0.580313974,1
hsa-miR-3673,0.217355539,8.400819033,0.580737345,1
hsa-miR-3658,-0.981185736,3.41840472,0.58113109,1
hsa-miR-6077,0.220679485,5.179731423,0.581145914,1
hsa-miR-4717-5p,0.251134733,6.62578472,0.582451389,1
hsa-miR-548as-3p,-0.950849885,3.641655348,0.582477801,1
hsa-miR-4271,0.181784233,6.321333078,0.583364446,1
hsa-miR-744-3p,0.190002192,7.923364799,0.584604785,1
hsa-miR-5591-3p,0.587163498,4.431483555,0.584823655,1
hsa-miR-1289,-0.591225805,4.325492024,0.585220605,1
hsa-miR-3129-5p,-0.266147689,6.286633869,0.585831966,1
hsa-miR-4511,0.293959001,4.851695251,0.586533896,1
hsa-miR-4683,0.177219171,6.88768059,0.586773644,1
hsa-miR-6732-3p,-0.207009499,7.879122233,0.588566594,1
hsa-miR-4752,0.633045141,4.379414006,0.588711751,1
